#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Sep 19, 2021 - Sep 25, 2021"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Sep 19, 2021 - Sep 25, 2021"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,57198,39978,23757,131.1315585708492
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,30361,26325,13770,71.79944962101096
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,3863,3121,2591,90.45972495088408
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources,2664,2459,2223,86.73923739237392
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,2382,1759,1142,303.71369006254344
SB:en:itrade:Competitive pricing | Scotia iTRADE,1667,1430,1185,267.2894375857339
"SB:en:itrade:The knowledge navigator, learn about investing | Scotia iTRADE®",1084,1036,984,144.36458333333334
SB:en:itrade:iTRADE how-to videos | Scotia iTRADE®,1070,977,923,208.8543046357616
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,882,711,643,125.61376673040154
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console,833,724,336,50.75235109717868
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,825,738,601,302.7867132867133


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Referring Domains,9790,13272,0.16230847803881512
Other Campaigns,2390,2502,0.7774058577405858
Paid Social Networks,2221,2221,0.9311121116614138
Session Refresh,860,831,0.25116279069767444
Display,741,649,0.6626180836707153
Paid Search,290,254,0.09655172413793103
email,54,52,0.18518518518518517
Social Networks,40,25,0.325


##############################################
# Page Flow from Home Page
##############################################
Next
Focus,Step 1,Path views
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,,21884
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,1025
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Scotia iTRADE® forms library - find all forms here,445
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,406
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Competitive pricing | Scotia iTRADE,239
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Contact us - customer support | Scotia iTRADE®,189
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,Exits,18735
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,+84 more,845

Previous
Focus,Backstep 1,Path views
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,,21884
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Scotia iTRADE® forms library - find all forms here,
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Competitive pricing | Scotia iTRADE,
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources,


#=================================================================
# iTrade Dashboard - FR
# Report suite: Scotiabank Global
"# Date: Sep 19, 2021 - Sep 25, 2021"
"# Segments: iTrade Hits, fr"
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,2505,1765,1394,171.9188481675393
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,619,533,275,64.53897550111358
SB:fr:itrade:Le Navigateur de connaissances – En savoir plus sur les placements | Scotia iTRADE,386,370,357,67.875
SB:fr:itrade:Scotia iTRADE U – Ressources et outils gratuits,349,331,321,218.19354838709677
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,107,87,80,72.85507246376811
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE,90,55,50,229.5625
SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,61,54,47,322.27659574468083
SB:fr:itrade:Glossaire des termes de placement et de négociation les plus courants | Scotia iTRADE,53,11,11,559
SB:fr:itrade:iClub de Scotia iTRADE – Programme à deux niveaux | Scotia iTRADE,42,34,34,61.666666666666664
SB:fr:itrade:Calendrier des congés fériés 2021 – Centre d'information pour les investisseurs |,37,36,33,65.5
SB:fr:itrade:Acheter des titres en bourse – Ouvrez un compte aujourd’hui | Scotia iTRADE,34,30,29,126.47058823529412


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Page URL (c19),2498,1826,1417
https://www.scotiaitrade.com/fr/accueil.html,603,544,277
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/navigateur-de-connaissances.html?cid=f,375,362,349
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage.html?cid=fb_bns_BpeK7DptTMpicBOSxUFoQp,278,269,263
(Low Traffic),259,158,139
https://www.scotiaitrade.com/fr/accueil/ouvrez-un-compte-de-negociation.html,106,87,80
https://www.scotiaitrade.com/fr/accueil/frais-et-tarification.html,89,60,52
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/liste-de-formulaires.html,61,56,49
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage.html?cid=fb_bns_FTf0dpNgZyFoP5CMumMkL3,42,41,40
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/faq/calendrier-des-conges-feries.html,37,37,34
https://www.scotiaitrade.com/fr/accueil/offres-et-programmes-speciaux/iclub-de-scotia-itrade.html,42,35,35


##############################################
# Key CTAs Clicked
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),1017,606,344
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,543,437,214
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:start-applicatio,41,31,30
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,28,26,14
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:page middle CTA:,25,23,23
Internal Search,107,18,8
SB:fr:itrade:Ouvrez un compte fictif de négociation en ligne | Scotia iTRADE:page top CTA:Ouvrez un,9,8,8
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:nav-btn:Pla,11,7,7
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:page top CTA:Dem,8,7,5
SB:fr:itrade:Acheter des titres en bourse – Ouvrez un compte aujourd’hui | Scotia iTRADE:page to,7,7,7
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:page top CT,7,7,6
SB:fr:itrade:Cotisations et retraits simplifiés | Publication:page top CTA:Demarrez,9,6,2
SB:fr:itrade:Le Navigateur de connaissances – En savoir plus sur les placements | Scotia iTRADE:pa,7,5,5
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:nav-btn:Com,6,5,5
SB:fr:itrade:Investissez avec Scotia iTRADE:page top CTA:Renseignez-vous sur l'ouverture de compte,5,5,5
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,5,4,3
SB:fr:itrade:Scotia iTRADE U – Ressources et outils gratuits:page top CTA:Ouvrez un compte,4,4,4
SB:fr:itrade:Liste de vérification pour l'ouverture d'un compte | Scotia iTRADE:page middle CTA:Ouv,4,4,4
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Open an ac,4,4,4
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:login-scotiaitra,4,3,3
SB:fr:itrade:Ouvrez un compte enregistré aujourd’hui | Scotia iTRADE:page top CTA:Lancer la deman,3,3,3
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Comptes,3,3,3
SB:fr:itrade:Ouvrez un compte non enregistré aujourd’hui | Scotia iTRADE:page top CTA:Lancer la d,3,3,3
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:nav-btn:Àp,3,3,3
SB:fr:itrade:Glossaire des termes de placement et de négociation les plus courants | Scotia iTRADE:,3,3,3
SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici:nav-btn:Tarification,3,3,2


##############################################
# Device Breakdown (Other = Desktop*)
##############################################
,Visits
Mobile Device Type,1826
Mobile Phone,876
Other,827
Tablet,123


##############################################
# Entries and Bounce Rate
##############################################
,Entries,Bounce Rate
Page,1810,0.5314917127071823
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,393,0.11959287531806616
SB:fr:itrade:Le Navigateur de connaissances – En savoir plus sur les placements | Scotia iTRADE,366,0.9426229508196722
SB:fr:itrade:Scotia iTRADE U – Ressources et outils gratuits,314,0.9235668789808917
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,129,0
phoenix:Login,57,0
SB:fr:itrade:Calendrier des congés fériés 2021 – Centre d'information pour les investisseurs |,34,0.9705882352941176
SB:fr:itrade:iClub de Scotia iTRADE – Programme à deux niveaux | Scotia iTRADE,29,0.3103448275862069
SB:fr:itrade:Comment et quand les actions rapportent-elles des dividendes? | Publication,21,1
SB:fr:itrade:Contactez-nous – Soutien à la clientèle | Scotia iTRADE,21,0.7619047619047619
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE,21,0.6190476190476191


##############################################
# Marketing Channel Breakdown
##############################################
,Entries,Visits,Bounce Rate
Marketing Channel,1826,1826,0.5306681270536692
Paid Social Networks,670,671,0.9388059701492537
Natural Search,500,439,0.442
Referring Domains,382,574,0.14397905759162305
Direct,224,199,0.2544642857142857
Session Refresh,21,19,0.23809523809523808
Other Campaigns,14,15,0
Display,8,5,0
Social Networks,6,6,0.3333333333333333
Paid Search,1,0,0


##############################################
# Page Flow from Home Page
##############################################
Next
Focus,Step 1,Path views
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,,429
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,26
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Investissez avec Scotia iTRADE,17
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,16
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE,9
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Types de comptes de placement enregistrés | Scotia iTRADE,8
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,Exits,320
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,+19 more,29

Previous
Focus,Backstep 1,Path views
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,,425
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,6
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Investissez avec Scotia iTRADE,3
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Confidentialité et sécurité | Scotia iTRADE,2
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Élaborez une stratégie de sortie | Publication,2
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Contactez-nous – Soutien à la clientèle | Scotia iTRADE,2
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,Entries,398
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,+11 more,12


#=================================================================
# CTAs Clicked - EN
# Report suite: Scotiabank Global
"# Date: Sep 19, 2021 - Sep 25, 2021"
# Segments: iTrade Hits
#=================================================================


##############################################
# Start direct investing -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),24732,20271,9359
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,21635,18476,7925
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Accounts,1089,933,763
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Investments,350,310,302
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:About,342,293,274
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn how,276,272,266
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Pricing,268,257,235
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Education,223,192,178
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Explore,169,156,153
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:footer:footer-link-cont,130,129,126
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn more,92,89,89


##############################################
# Getting started - CTAs
##############################################
,,Occurrences,Visits,Unique Visitors
Custom Link (c65),,49,42,41
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,,19,19,18
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,Custom Link (v65),19,19,18
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open an Account,19,19,18
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,,11,10,10
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,Custom Link (v65),11,10,10
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Learn how to place a trade,9,9,9
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Learn more about account openings,2,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,,5,5,5
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,Custom Link (v65),5,5,5
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign in,5,5,5
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Re,,3,3,3
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Re,Custom Link (v65),3,3,3
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Re,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Read more about transfers,3,3,3
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Op,,2,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:nav-btn:About,,3,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:footer:footer-link,,2,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Op,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Op,Custom Link (v65),1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Op,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Open an account,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Wa,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Wa,Custom Link (v65),1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Wa,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Watch now,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Ge,,1,1,1


##############################################
# Growing and Investing - CTAs
##############################################
,,Occurrences,Visits,Unique Visitors
Custom Link (c65),,7,6,3
SB:en:itrade:Grow your investments with direct investing | Scotia iTRADE®:page top CTA:Sign in,,5,4,1
SB:en:itrade:Grow your investments with direct investing | Scotia iTRADE®:page top CTA:Sign in,Custom Link (v65),4,3,1
SB:en:itrade:Grow your investments with direct investing | Scotia iTRADE®:page top CTA:Sign in,SB:en:itrade:Grow your investments with direct investing | Scotia iTRADE®:page top CTA:Sign in,4,3,1
SB:en:itrade:Grow your investments with direct investing | Scotia iTRADE®:page bottom CTA:Open an a,,1,1,1
SB:en:itrade:Grow your investments with direct investing | Scotia iTRADE®:page top CTA:Open an Acco,,1,1,1


##############################################
# Planning for Retirement - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# In Retirement- CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# Bonds - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),19,17,17
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:nav-btn:,8,8,8
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page top,7,7,7
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page mid,3,3,3
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:footer:f,1,1,1


##############################################
# Invest in low cost ETF's - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),114,81,77
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Investments,35,27,27
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Pricing,23,23,22
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Accounts,17,15,15
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page bottom CTA:Watch,10,10,10
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Education,8,8,8
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page top CTA:Sign in,8,8,8
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:About,5,5,5
