#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Dec 26, 2021 - Jan 1, 2022"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Dec 26, 2021 - Jan 1, 2022"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,56417,40116,24550,146.4641023584149
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,21785,18975,9355,76.46756739030629
SB:en:itrade:Winter Offer | Scotia iTRADE®,9212,8315,6136,80.11348205625606
SB:en:itrade:Market holiday schedule 2021 | Scotia iTRADE®,2703,2492,2302,200.47838616714697
SB:en:itrade:2021 holiday schedule for investor information centre | Scotia iTRADE®,2560,2259,2074,165.91132075471697
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,2381,1936,1559,98.87967581047381
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,2103,1717,1114,300.4332179930796
SB:en:itrade:Winter Offer - Triage,1155,922,790,88.56264775413712
SB:en:itrade:Winter Offer for Existing Clients | Scotia iTRADE®,1103,933,741,297.23514851485146
SB:en:itrade:Competitive pricing | Scotia iTRADE,1008,907,771,253.520697167756
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,787,719,613,338.3296703296703


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Session Refresh,954,918,0.29035639412997905
Paid Search,276,231,0.09420289855072464
Display,271,269,0.5830258302583026
Social Networks,29,31,0.6206896551724138
Paid Social Networks,8,5,0.125


##############################################
# Page Flow from Home Page
##############################################
Next
Focus,Step 1,Path views
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,,14790
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Winter Offer - Triage,495
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,465
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Scotia iTRADE® forms library - find all forms here,358
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,163
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Winter Offer | Scotia iTRADE®,133
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,Exits,12516
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,+75 more,660

Previous
Focus,Backstep 1,Path views
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,,14790
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Winter Offer | Scotia iTRADE®,220
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Scotia iTRADE® forms library - find all forms here,187
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,136
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Competitive pricing | Scotia iTRADE,78
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Winter Offer - Triage,77
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,Entries,13519
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,+82 more,573


#=================================================================
# iTrade Dashboard - FR
# Report suite: Scotiabank Global
"# Date: Dec 26, 2021 - Jan 1, 2022"
"# Segments: iTrade Hits, fr"
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,3484,2648,2192,210.3811320754717
SB:fr:itrade:Calendrier des congés sur les marchés 2021 | Scotia iTRADE,1478,1349,1212,212.32903225806453
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,541,456,244,107.36317135549872
SB:fr:itrade:Calendrier des congés fériés 2021 – Centre d'information pour les investisseurs |,267,245,227,94.9076923076923
SB:fr:itrade:Offre d’hiver | Scotia iTRADE,163,138,127,148.22222222222223
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,104,71,62,97.9047619047619
SB:fr:itrade:404 | Scotia iTRADE,88,81,78,23.24137931034483
SB:fr:itrade:Comment et quand les actions rapportent-elles des dividendes? | Publication,71,66,63,297.4
SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,50,40,37,384.14285714285717
SB:fr:itrade:Comprendre le risque de placement | Publication,44,38,30,408.42857142857144
SB:fr:itrade:Offre d’hiver pour les clients actuels | Scotia iTRADE,42,39,21,236.26666666666668


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Page URL (c19),3479,2690,2206
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/faq/calendrier-des-conges-sur-les-marc,1481,1350,1212
https://www.scotiaitrade.com/fr/accueil.html,525,461,240
(Low Traffic),378,253,236
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/faq/calendrier-des-conges-feries.html,267,245,227
https://www.scotiaitrade.com/fr/accueil/offre-d-hiver.html?cid=S1eWINT1121-002,101,89,85
https://www.scotiaitrade.com/fr/accueil/ouvrez-un-compte-de-negociation.html,103,71,62
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/publication.actions.quand-et-comment-l,71,66,63
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/publication.croissance-et-investisseme,54,45,36
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/liste-de-formulaires.html,46,45,41
https://www.scotiaitrade.com/fr/accueil/types-de-placement/actions.html,31,27,22


##############################################
# Key CTAs Clicked
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),731,500,293
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,459,368,184
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:start-applicatio,55,39,34
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,15,15,6
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:page middle CTA:,13,12,12
SB:fr:itrade:Ouvrez un compte fictif de négociation en ligne | Scotia iTRADE:page top CTA:Ouvrez un,9,7,6
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:page top CTA:Dem,7,6,6
SB:fr:itrade:Types de comptes de placement enregistrés | Scotia iTRADE:page top CTA:Renseignez-vous,7,6,6
SB:fr:itrade:Acheter des titres en bourse – Ouvrez un compte aujourd’hui | Scotia iTRADE:page to,6,6,6
Internal Search,9,4,4
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console:page top CTA:Sign in,6,4,2
SB:fr:itrade:Calendrier des congés sur les marchés 2021 | Scotia iTRADE:page top CTA:Demarrez,4,4,4
D=v65,4,4,4
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:nav-btn:Com,3,3,3
SB:fr:itrade:Ouvrez un compte enregistré aujourd’hui | Scotia iTRADE:page top CTA:Lancer la deman,3,3,3
SB:fr:itrade:Calendrier des congés fériés 2021 – Centre d'information pour les investisseurs |,3,3,3
SB:fr:itrade:Offre d’hiver | Scotia iTRADE:page top CTA:Demarrez,3,3,3
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:nav-btn:Comptes,3,3,3
SB:fr:itrade:Offre d’hiver | Scotia iTRADE:page top CTA:Lancer la demande,3,3,3
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:page top CT,3,3,3
SB:fr:itrade:Investissez avec Scotia iTRADE:page top CTA:Renseignez-vous sur l'ouverture de compte,3,3,3
SB:fr:itrade:Offre d’hiver pour les clients actuels | Scotia iTRADE:page top CTA:Lancer la demande,3,3,2
SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici:nav-btn:Comptes,5,2,2
SB:fr:itrade:Acheter des titres en bourse – Ouvrez un compte aujourd’hui | Scotia iTRADE:nav-btn,5,2,2
SB:fr:itrade:L'investissement durable | Scotia iTRADE:nav-btn:Comptes,2,2,2
SB:fr:itrade:Investissez avec Scotia iTRADE:footer:footer-link-contact-us-fr,2,2,2


##############################################
# Device Breakdown (Other = Desktop*)
##############################################
,Visits
Mobile Device Type,2690
Mobile Phone,1279
Other,1268
Tablet,140
Media Player,3


##############################################
# Entries and Bounce Rate
##############################################
,Entries,Bounce Rate
Page,2680,0.675
SB:fr:itrade:Calendrier des congés sur les marchés 2021 | Scotia iTRADE,1333,0.8889722430607652
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,337,0.10089020771513353
SB:fr:itrade:Calendrier des congés fériés 2021 – Centre d'information pour les investisseurs |,180,0.8555555555555555
SB:fr:itrade:Offre d’hiver | Scotia iTRADE,114,0.7982456140350878
SB:fr:itrade:404 | Scotia iTRADE,77,0.6493506493506493
SB:fr:itrade:Comment et quand les actions rapportent-elles des dividendes? | Publication,66,0.9242424242424242
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,61,0
phoenix:Login,41,0
SB:fr:itrade:Comprendre le risque de placement | Publication,37,0.8378378378378378
SB:fr:itrade:Offre d’hiver pour les clients actuels | Scotia iTRADE,30,0.7333333333333333


##############################################
# Marketing Channel Breakdown
##############################################
,Entries,Visits,Bounce Rate
Marketing Channel,2690,2690,0.6754646840148699
Natural Search,1853,1824,0.8159740960604426
Referring Domains,378,582,0.20105820105820105
Direct,215,200,0.33488372093023255
Other Campaigns,100,100,0.75
email,96,99,0.65625
Session Refresh,34,30,0.29411764705882354
Social Networks,8,8,1
Display,4,3,0.25
Paid Social Networks,1,0,0
Paid Search,1,0,0


##############################################
# Page Flow from Home Page
##############################################
Next
Focus,Step 1,Path views
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,,364
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,21
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Offre d'hiver - Triage,12
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,11
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Investissez avec Scotia iTRADE,9
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Outils de négociation en ligne et recherches sur les placements | Scotia iTRADE,5
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,Exits,283
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,+14 more,23

Previous
Focus,Backstep 1,Path views
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,,364
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Offre d'hiver - Triage,6
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,4
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Ouvrez un compte fictif de négociation en ligne | Scotia iTRADE,3
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:404 | Scotia iTRADE,2
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Types de comptes de placement et de négociation | Scotia iTRADE,2
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,Entries,337
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,+9 more,10


#=================================================================
# CTAs Clicked - EN
# Report suite: Scotiabank Global
"# Date: Dec 26, 2021 - Jan 1, 2022"
# Segments: iTrade Hits
#=================================================================


##############################################
# Start direct investing -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),19340,16019,7167
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,17176,14684,6157
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Accounts,731,638,514
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Open an ac,505,467,435
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Investments,208,173,163
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:About,174,154,147
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn how,135,126,124
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Education,125,104,96
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Pricing,83,79,78
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:footer:footer-link-cont,76,74,73
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn more,44,43,43


##############################################
# Getting started - CTAs
##############################################
,,Occurrences,Visits,Unique Visitors
Custom Link (c65),,33,28,25
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,,19,15,12
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,Custom Link (v65),19,15,12
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open an Account,19,15,12
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,,5,5,5
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,Custom Link (v65),5,5,5
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign in,5,5,5
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,,5,5,5
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,Custom Link (v65),5,5,5
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Learn more about account openings,3,3,3
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Learn how to place a trade,2,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Ge,,2,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Op,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Op,Custom Link (v65),1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Op,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Open an account,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Op,,1,1,1


##############################################
# Growing and Investing - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),1,1,1
SB:en:itrade:Grow your investments with direct investing | Scotia iTRADE®:page top CTA:Open an Acco,1,1,1


##############################################
# Planning for Retirement - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# In Retirement- CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# Bonds - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),14,11,11
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:nav-btn:,8,5,5
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page top,5,5,5
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page mid,1,1,1


##############################################
# Invest in low cost ETF's - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),65,53,52
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Investments,23,21,21
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page top CTA:Sign in,11,11,10
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Pricing,7,7,7
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:About,7,6,6
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Accounts,6,6,6
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Education,5,5,5
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page bottom CTA:Watch,4,4,4
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:Learn-More-education-,1,1,1
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page bottom CTA:See m,1,1,1


##############################################
"# Invest in GIC's - CTAs "
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),20,15,15
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page middle CTA:Lear,6,6,6
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Investments,4,4,4
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Accounts,2,2,2
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page top CTA:Open an,2,2,2
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Pricing,2,2,2
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page top CTA:Sign in,1,1,1
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Education,1,1,1
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page middle CTA:See,1,1,1
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:About,1,1,1


##############################################
# Invest in Mutual Funds- CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),65,40,39
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Investments,12,10,10
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:Read mo,10,9,9
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Accounts,10,7,7
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:About,7,7,7
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Open an ac,7,7,7
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Pricing,6,6,6
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Education,7,5,5
