#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Mar 6, 2022 - Mar 12, 2022"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Mar 6, 2022 - Mar 12, 2022"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,69138,47858,28713,131.9608670181605
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,28153,24218,11940,76.68684930192391
SB:en:itrade:Winter Offer | Scotia iTRADE®,12503,11203,8548,64.41697040384896
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,3255,2577,2087,96.26744186046511
SB:en:itrade:Winter Offer for Existing Clients | Scotia iTRADE®,2759,2465,2074,216.63211125158028
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,2693,2215,1508,299.4181204276871
SB:en:itrade:Winter Offer - Triage,1309,1043,944,80.70793650793651
SB:en:itrade:Competitive pricing | Scotia iTRADE,1202,1067,910,222.79638752052546
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,1102,1002,850,286.59718309859153
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console,690,590,297,54.97131931166348
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®,663,499,428,209.97979797979798


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
SB:fr:itrade:Programme Ask the Expert de Scotia iTRADE – Profitez des conseils et des connaissance,59,2,2,1104.5


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Page URL (c19),2518,1559,1148
https://www.scotiaitrade.com/fr/accueil.html,686,621,344
(Low Traffic),414,123,118
https://www.scotiaitrade.com/fr/accueil/ouvrez-un-compte-de-negociation.html,124,102,88
https://www.scotiaitrade.com/fr/accueil/offre-d-hiver.html,79,79,78
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/publication.actions.quand-et-comment-l,78,75,69
https://www.scotiaitrade.com/fr/accueil/offre-d-hiver-ce.html,73,67,61
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/liste-de-formulaires.html,65,62,42
https://www.scotiaitrade.com/fr/accueil/contactez-nous.html,60,51,44
https://www.scotiaitrade.com/fr/accueil/offre-d-hiver.html?intcmp=iTrade_XUD04|SOLUI_ANALYTICS_CAMPI,44,46,46
https://www.scotiaitrade.com/fr/accueil/offre-d-hiver-triage.html,48,39,36


##############################################
# Key CTAs Clicked
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),1082,653,406
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,563,460,255
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:start-applicatio,44,33,30
SB:fr:itrade:Offre d’hiver | Scotia iTRADE:page top CTA:Demarrez,30,27,19
SB:fr:itrade:Offre d’hiver | Scotia iTRADE:nav-btn:Comptes,27,20,20
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:page middle CTA:,24,19,18
SB:fr:itrade:Offre d'hiver - Triage:page middle CTA:Je ne suis pas client de Scotia iTRADE,22,19,18
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:page top CTA:Dem,19,16,8
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,14,11,4
SB:fr:itrade:Ouvrez un compte fictif de négociation en ligne | Scotia iTRADE:page top CTA:Ouvrez un,14,10,9
Internal Search,64,8,8
SB:fr:itrade:Liste de vérification pour l'ouverture d'un compte | Scotia iTRADE:page middle CTA:Ouv,6,6,6
SB:fr:itrade:Offre d'hiver - Triage:page middle CTA:Je suis client de Scotia iTRADE,6,6,6
SB:fr:itrade:Investir dans les CPG – Un placement sécuritaire – Ouvrez un compte | Scotia iTRAD,14,5,5
SB:fr:itrade:Investissez avec Scotia iTRADE:page top CTA:Renseignez-vous sur l'ouverture de compte,6,5,5
SB:fr:itrade:Offres et programmes spéciaux | Scotia iTRADE:PageMiddleCTA:Offre d'hiver details,5,5,5
SB:fr:itrade:Types de comptes de placement et de négociation | Scotia iTRADE:page top CTA:Demarrez,6,4,4
SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici:nav-btn:Comptes,5,4,4
SB:fr:itrade:Ouvrez un compte enregistré aujourd’hui | Scotia iTRADE:page top CTA:Lancer la deman,4,4,4
SB:fr:itrade:Offre d’hiver pour les clients actuels - Confirmation | Scotia iTRADE:page top CTA:De,4,4,4
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:page top CT,4,4,4
SB:fr:itrade:Types de comptes de placement enregistrés | Scotia iTRADE:nav-btn:Placements,4,4,4
SB:fr:itrade:Offre d’hiver | Scotia iTRADE:page top CTA:Lancer la demande,4,4,3
SB:fr:itrade:Investir dans les FNB à faible coût – Ouvrez un compte dès aujourd’hui | Scotia,11,3,3
SB:fr:itrade:Ouvrez un compte fictif de négociation en ligne | Scotia iTRADE:page top CTA:Demarrez,4,3,3
SB:fr:itrade:Types de comptes de placement enregistrés | Scotia iTRADE:nav-btn:Comptes,4,3,3


##############################################
# Device Breakdown (Other = Desktop*)
##############################################
,Visits
Mobile Device Type,1559
Other,965
Mobile Phone,517
Tablet,76
Media Player,1


##############################################
# Entries and Bounce Rate
##############################################
,Entries,Bounce Rate
Page,1553,0.4320669671603348
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,456,0.20175438596491227
SB:fr:itrade:Offre d’hiver | Scotia iTRADE,146,0.7534246575342466
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,94,0
SB:fr:itrade:Offre d’hiver pour les clients actuels | Scotia iTRADE,75,0.8266666666666667
SB:fr:itrade:Comment et quand les actions rapportent-elles des dividendes? | Publication,72,0.9305555555555556
phoenix:Login,59,0
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,48,0.4583333333333333
:,40,0
SB:fr:itrade:Comment les actions sont-elles imposées au Canada? | Publication,34,0.8529411764705882
SB:fr:itrade:Introduction aux métaux précieux | Scotia iTRADE,33,0.7272727272727273


##############################################
# Marketing Channel Breakdown
##############################################
,Entries,Visits,Bounce Rate
Marketing Channel,1559,1559,0.4329698524695317
Natural Search,668,620,0.5179640718562875
Direct,394,367,0.4847715736040609
Referring Domains,346,553,0.18497109826589594
Session Refresh,99,96,0.42424242424242425
Other Campaigns,33,32,0.8181818181818182
Paid Search,7,3,0
email,4,5,0.75
Paid Social Networks,4,4,0
Social Networks,3,3,0.6666666666666666
Display,1,0,0


##############################################
# Page Flow from Home Page
##############################################
Next
Focus,Step 1,Path views
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,,519
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,26
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Offre d'hiver - Triage,16
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,13
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Investissez avec Scotia iTRADE,13
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Contactez-nous – Soutien à la clientèle | Scotia iTRADE,9
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,Exits,394
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,+24 more,48

Previous
Focus,Backstep 1,Path views
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,,519
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Offre d'hiver - Triage,5
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE,3
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,3
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Liste de vérification pour l'ouverture d'un compte | Scotia iTRADE,2
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Outils de négociation en ligne et recherches sur les placements | Scotia iTRADE,2
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,Entries,488
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,+15 more,16


#=================================================================
# CTAs Clicked - EN
# Report suite: Scotiabank Global
"# Date: Mar 6, 2022 - Mar 12, 2022"
# Segments: iTrade Hits
#=================================================================


##############################################
# Start direct investing -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),25783,20930,9566
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,23073,19367,8392
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Accounts,1026,868,669
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:winter off,422,394,359
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Investments,298,239,226
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn how,190,184,177
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:About,209,173,169
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:footer:footer-link-cont,150,148,146
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Pricing,125,118,111
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Education,135,114,98
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn more,56,53,53


##############################################
# Getting started - CTAs
##############################################
,,Occurrences,Visits,Unique Visitors
Custom Link (c65),,29,26,26
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,,13,13,13
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,Custom Link (v65),13,13,13
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open an Account,13,13,13
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,,6,6,6
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,Custom Link (v65),6,6,6
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign in,6,6,6
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Wa,,2,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Wa,Custom Link (v65),2,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,,2,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,Custom Link (v65),2,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Learn how to place a trade,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Learn more about account openings,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:nav-btn:Education,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:nav-btn:About,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Ge,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Op,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Re,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Re,Custom Link (v65),3,2,2
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:nav-btn:Investment,,1,1,1


##############################################
# Growing and Investing - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# Planning for Retirement - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# In Retirement- CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# Bonds - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),17,14,14
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:nav-btn:,7,7,7
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page mid,7,6,6
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page top,2,2,2
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page bot,1,1,1


##############################################
# Invest in low cost ETF's - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),88,67,62
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Investments,22,22,21
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Pricing,13,13,13
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Education,13,13,12
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Accounts,12,12,12
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page top CTA:Sign in,10,10,9
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page top CTA:Open an,5,5,5
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:About,5,4,4
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:Learn-More-education-,4,4,4
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page bottom CTA:Watch,2,2,2
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page bottom CTA:Open,1,1,1


##############################################
"# Invest in GIC's - CTAs "
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),46,34,34
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page top CTA:Open an,10,10,10
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Accounts,9,8,8
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page middle CTA:Lear,8,8,8
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Pricing,7,7,7
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Investments,7,6,6
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Education,2,2,2
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:About,2,2,2
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:footer:footer-link-o,1,1,1


##############################################
# Invest in Mutual Funds- CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),81,58,52
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Investments,28,20,18
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:Read mo,14,14,14
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Sign in,12,12,12
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Accounts,7,5,4
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Open an ac,4,4,4
