#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: May 17, 2020 - May 23, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
SB:en:swm:ScotiaMcLeod online,182
SB:en:swm:Contact us,182
SB:en:swm:Annual tax reporting,165
SB:en:swm:About us,161
SB:en:swm:Scotiatrust,156
SB:en:swm:Resource Centre,145
SB:en:swm:Tax slips checklist,143
SB:fr:swm:Accueil,141
SWM:Contact US,119
SB:en:swm:Private Investment Counsel,111
SB:en:swm:Total Wealth Planning,102
SB:en:swm:Foundations,47
SB:en:swm:J.P. Bickell Foundation,41
SB:es:swm:Contrato de Inversion Scotiabank,35
SB:en:swm:Important tax dates,34
SB:en:swm:Frequently asked questions,33
SB:en:swm:J. P. Bickell Foundation General Charities Grant A,28
SB:es:swm:Contáctanos,25
SB:es:swm:Contacte su oficina local,22
swm:Thank You,21


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),4173
https://www.scotiawealthmanagement.com/ca/en/home.html,1451
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,407
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,360
http://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,360
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,180
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/contact-us.html,166
https://www.scotiawealthmanagement.com/ca/en/home/about-us.html,152
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html?cid=S1eTAX1218-001&utm_so,151
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html,149
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/tax-slips-checklist.html,145
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre.html,140
https://www.scotiawealthmanagement.com/ca/fr/accueil.html,127
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html,121
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html,120
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,119
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,112
(Low Traffic),107
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,92
https://www.scotiawealthmanagement.com/intl/en/home.html,90
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,44
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,40
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_d8c,38
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_3d3b26954f3251cd7c985aea66e4dbad4ea207,36
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,36
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/important-tax-dates.html,34
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/client-guide-faq.html,33
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_dbf,33
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,28
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_a40c85517dee7e4040674a3388a40ac5c5de12,27
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_9e7e1803a44b632f,25
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_fb55f42fab4beb3c0f932c61c85bb7ec8c0bba,24
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,24
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,23
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_c9b4e8732af8e5945eec6e,22
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,21
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_319,21
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,20
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_da7449c88d58ef4c,20
http://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,20
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html,19
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_6b1,19
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,18
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_486f04868554f4dd0eac5d385a372dc87e9c1b,18
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/forms-and-documents.html,16
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_285a63386ca139158b2d3f17f4771d7591648b,15
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html?cid=ps_c46410836589c6872d3c2f3f39,15
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_2aee31e27c1b3be8,15
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_33eab951c6bf939d3733bb,15
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_d29913b7188d7d8d,13
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_edc3bca75bd62581,12


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: May 17, 2020 - May 23, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),1,
usd account,1,0


