#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Jul 3, 2022 - Jul 9, 2022"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Jul 3, 2022 - Jul 9, 2022"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,34183,28087,22605,99.82183233458949
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,16616,15170,11030,53.52840533131676
SB:en:itrade:Scotia itrade mobile application terms and conditions,2669,2029,1966,66.69918699186992
SB:en:itrade:Commission-Free ETFs Trading in Canada | Scotia iTRADE®,2124,2085,2072,60.020431328036324
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,1442,1373,1303,51.27947598253275
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,1406,1228,862,249.7926167209555
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,869,665,615,345.56
SB:en:itrade:Competitive pricing | Scotia iTRADE,747,690,604,205.71760797342193
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,432,389,382,78.16806722689076
SB:en:itrade:Special offers & exclusive programs | Scotia iTRADE®,427,362,309,137.10365853658536
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®,411,364,355,157.2265625


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Other Campaigns,71,68,0.1267605633802817
email,32,32,0.03125
Paid Social Networks,29,30,0.8275862068965517
Social Networks,8,11,0.375


##############################################
# Page Flow from Home Page
##############################################
Next
Focus,Step 1,Path views
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,,14337
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Scotia iTRADE® forms library - find all forms here,180
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Competitive pricing | Scotia iTRADE,70
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Contact us - customer support | Scotia iTRADE®,53
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,47
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Commission-Free ETFs Trading in Canada | Scotia iTRADE®,27
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,Exits,13714
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,+49 more,246

Previous
Focus,Backstep 1,Path views
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,,14337
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Scotia iTRADE® forms library - find all forms here,123
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Competitive pricing | Scotia iTRADE,34
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Contact us - customer support | Scotia iTRADE®,17
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Special offers & exclusive programs | Scotia iTRADE®,14
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,SB:en:itrade:Privacy and security | Scotia iTRADE®,11
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,Entries,13993
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,+45 more,145


#=================================================================
# iTrade Dashboard - FR
# Report suite: Scotiabank Global
"# Date: Jul 3, 2022 - Jul 9, 2022"
"# Segments: iTrade Hits, fr"
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,1184,1002,873,94.37773359840955
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,394,346,249,49.059701492537314
SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE,158,153,152,65.83333333333333
SB:fr:itrade:Conditions d’utilisation de l’appli mobile,68,50,50,23.61111111111111
SB:fr:itrade:Comment et quand les actions rapportent-elles des dividendes? | Publication,54,53,49,168.33333333333334
SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,40,35,29,319.6551724137931
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,35,30,25,95.95454545454545
SB:fr:itrade:Contactez-nous – Soutien à la clientèle | Scotia iTRADE,31,30,30,17.857142857142858
SB:fr:itrade:Calendrier des congés sur les marchés 2021 | Scotia iTRADE,29,28,27,109.33333333333333
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE,27,26,25,181.75
SB:fr:itrade:Comment les actions sont-elles imposées au Canada? | Publication,20,20,18,0


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Page URL (c19),1183,1029,885
https://www.scotiaitrade.com/fr/accueil.html,392,348,248
(Low Traffic),162,144,137
https://www.scotiaitrade.com/fr/accueil/types-de-placement/fnb-sans-commission.html#tool,119,118,118
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/publication.actions.quand-et-comment-l,54,53,49
https://www.scotiaitrade.com/fr/accueil/campagnes/conditions-dutilisation-de-lappli-mobile-scotia-it,68,50,50
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/liste-de-formulaires.html,39,38,31
https://www.scotiaitrade.com/fr/accueil/ouvrez-un-compte-de-negociation.html,35,31,26
https://www.scotiaitrade.com/fr/accueil/types-de-placement/fnb-sans-commission.html,33,30,30
https://www.scotiaitrade.com/fr/accueil/contactez-nous.html,31,30,30
https://www.scotiaitrade.com/fr/accueil/centre-dapprentissage/faq/calendrier-des-conges-sur-les-marc,29,28,27


##############################################
# Key CTAs Clicked
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),530,406,318
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,334,285,214
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,15,15,5
SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE:page top CTA:Open an acco,37,12,12
SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE:page top CTA:Demarrez,13,10,10
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:start-applicatio,9,9,9
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:page top CT,9,8,8
Internal Search,6,6,6
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:page middle CTA:,5,5,5
SB:fr:itrade:Ouvrez un compte fictif de négociation en ligne | Scotia iTRADE:Ouvrez un compte,5,5,5
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:page top CTA:Dem,5,5,3
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:nav-btn:Com,5,4,3
SB:fr:itrade:Types de comptes de placement enregistrés | Scotia iTRADE:page top CTA:Renseignez-vous,4,4,4
SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE:nav-btn:Formation,4,4,4
SB:fr:itrade:Investissez avec Scotia iTRADE:page top CTA:Renseignez-vous sur l'ouverture de compte,4,4,4
SB:fr:itrade:Investir dans les CPG – Un placement sécuritaire – Ouvrez un compte | Scotia iTRAD,5,3,3
SB:fr:itrade:Contactez-nous – Soutien à la clientèle | Scotia iTRADE:nav-btn:Comptes,3,3,3
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,3,2,2
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:nav-btn:For,2,2,2
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE:nav-btn:Placemen,2,2,2
SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE:nav-btn:Comptes,2,2,2
SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE:nav-btn:Placements,2,2,2
SB:fr:itrade:Scotia iTRADE U – Ressources et outils gratuits:page top CTA:Demarrez,2,2,2
SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici:page top CTA:Demarrez,2,2,2
SB:fr:itrade:Investissez avec Scotia iTRADE:Ouvrez un compte,2,2,2
SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE:nav-btn:Àp,2,2,2


##############################################
# Device Breakdown (Other = Desktop*)
##############################################
,Visits
Mobile Device Type,1029
Other,616
Mobile Phone,398
Tablet,15


##############################################
# Entries and Bounce Rate
##############################################
,Entries,Bounce Rate
Page,1024,0.4619140625
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,291,0.16494845360824742
SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE,143,0.5944055944055944
SB:fr:itrade:Comment et quand les actions rapportent-elles des dividendes? | Publication,51,0.9411764705882353
SB:fr:itrade:Conditions d’utilisation de l’appli mobile,50,0.64
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,40,0
SB:fr:itrade:Contactez-nous – Soutien à la clientèle | Scotia iTRADE,27,0.8518518518518519
SB:fr:itrade:Calendrier des congés sur les marchés 2021 | Scotia iTRADE,26,0.9615384615384616
SB:fr:itrade:Ouvrez un compte de négociation/de placement en ligne | Scotia iTRADE,24,0.25
phoenix:Login,23,0
SB:fr:itrade:Comment les actions sont-elles imposées au Canada? | Publication,20,1


##############################################
# Marketing Channel Breakdown
##############################################
,Entries,Visits,Bounce Rate
Marketing Channel,1029,1029,0.4645286686103013
Direct,384,377,0.4296875
Natural Search,331,328,0.6676737160120846
Referring Domains,253,288,0.28063241106719367
Session Refresh,45,44,0.4444444444444444
Paid Search,10,5,0
Paid Social Networks,2,2,0
Social Networks,1,1,1
email,1,1,0
Other Campaigns,1,1,0
Display,1,1,0


##############################################
# Page Flow from Home Page
##############################################
Next
Focus,Step 1,Path views
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,,332
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,10
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE,5
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Investissez avec Scotia iTRADE,2
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Ouvrez un compte fictif de négociation en ligne | Scotia iTRADE,1
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Ouvrez un compte de personne morale aujourd’hui | Scotia iTRADE,1
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,Exits,304
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,+9 more,9

Previous
Focus,Backstep 1,Path views
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,,332
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Tarification et frais concurrentiels. Pas de frais cachés. | Scotia iTRADE,1
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Négociation de FNB sans commission au Canada | Scotia iTRADE,1
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,SB:fr:itrade:Formulaires Scotia iTRADE – Trouvez tous les formulaires ici,1
SB:fr:itrade:Commencez à investir et à gérer vos placements en ligne dès aujourd’hui | Scotia,Entries,329


#=================================================================
# CTAs Clicked - EN
# Report suite: Scotiabank Global
"# Date: Jul 3, 2022 - Jul 9, 2022"
# Segments: iTrade Hits
#=================================================================


##############################################
# Start direct investing -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),14222,12318,8304
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,12787,11388,7558
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Accounts,548,480,386
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn how,148,144,143
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Investments,167,137,127
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Pricing,102,101,87
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:About,101,85,84
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:footer:footer-link-cont,88,85,83
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Open an ac,81,80,80
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Education,83,67,59
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Learn more,44,44,44


##############################################
# Getting started - CTAs
##############################################
,,Occurrences,Visits,Unique Visitors
Custom Link (c65),,40,38,38
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,,19,18,18
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,Custom Link (v65),19,18,18
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Open an Account,19,18,18
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,,9,9,9
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,Custom Link (v65),5,3,3
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Learn more about account openings,4,3,3
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Le,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Learn how to place a trade,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,,4,4,4
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,Custom Link (v65),4,4,4
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page top CTA:Sign in,4,4,4
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Op,,3,3,3
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Op,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page bottom CTA:Op,Custom Link (v65),1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:nav-btn:Accounts,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:nav-btn:About,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Re,,1,1,1
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Re,Custom Link (v65),4,4,4
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Re,SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:page middle CTA:Read more about transfers,4,4,4
SB:en:itrade:Get started with direct investing & online trading | Scotia iTRADE®:nav-btn:Investment,,1,1,1


##############################################
# Growing and Investing - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# Planning for Retirement - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# In Retirement- CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),0,0,0


##############################################
# Bonds - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),16,13,13
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:nav-btn:,11,8,8
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page mid,3,3,3
SB:en:itrade:Invest in bonds for fixed income or diversify your portfolio | Scotia iTRADE®:page top,2,2,2


##############################################
# Invest in low cost ETF's - CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),35,26,26
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Investments,13,11,11
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Accounts,6,4,4
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page bottom CTA:Watch,5,4,4
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page top CTA:Sign in,4,4,4
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:Learn-More-education-,2,2,2
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:page top CTA:Open an,2,2,2
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Pricing,2,2,2
SB:en:itrade:Invest in low cost ETFs - open an account today | Scotia iTRADE®:nav-btn:Education,1,1,1


##############################################
"# Invest in GIC's - CTAs "
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),58,38,38
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Investments,23,16,16
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Accounts,11,7,7
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page middle CTA:Lear,6,6,6
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page top CTA:Open an,6,5,5
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:page top CTA:Sign in,5,5,5
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:footer:footer-link-c,2,2,2
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Education,2,2,2
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:footer:footer-link-o,1,1,1
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:Pricing,1,1,1
SB:en:itrade:Invest in GICs - safe & secure - open an account | Scotia iTRADE®:nav-btn:About,1,1,1


##############################################
# Invest in Mutual Funds- CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),20,17,17
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:Read mo,6,6,6
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Sign in,4,4,4
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Investments,5,3,3
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:nav-btn:Accounts,2,2,2
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page top CTA:Open an ac,2,2,2
SB:en:itrade:Invest in mutual funds & build your portfolio | Scotia iTRADE®:page middle CTA:Learn m,1,1,1


##############################################
# Open Options Trading Account -  CTAs
##############################################
