Date,HTML,Image,Text,Long Text
05/14/2020,raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__iTrade_Education_2020_WebsiteHeader_V5.jpg1280.1280.jpeg," Get Self Started. Learn how to open and fund an account, and place your first trade. "," Get Self Started. Learn how to open and fund an account, and place your first trade. "
05/14/2020,raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg, NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ , NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ 
05/14/2020,raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png, Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. , Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. 
05/14/2020,raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png, Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.    ," Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  No matter where you are on life’s journey, optimizing your tax situation can help you keep more of your money. Discover how in this series of articles from Evelyn Jacks3.  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.  Scotia iTRADE is a top rated discount brokerage which offers low cost commissions and innovative technologies for any level of investor.   Manage investments on your own terms. Our powerful trading platform lets you manage your investments from a computer or mobile device with integrated banking and trading all on one screen.   Invest in yourself. Scotia iTRADE U offers a wealth of free educational tools and resources including articles, videos, webinars, and the Knowledge Navigator to help you find the educational path to your direct investing goals.   Achieve your investment goals. Whatever you’re investing for, Scotia iTRADE offers an account that will meet – and often exceed – your expectations. Discover Canada’s first sustainable investing tools for direct investors. "
07/16/2020,raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "
07/16/2020,raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg, NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ , NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ 
07/16/2020,raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png, Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. , Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. 
07/16/2020,raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png, Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.    ," Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  No matter where you are on life’s journey, optimizing your tax situation can help you keep more of your money. Discover how in this series of articles from Evelyn Jacks3.  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.  Scotia iTRADE is a top rated discount brokerage which offers low cost commissions and innovative technologies for any level of investor.   Manage investments on your own terms. Our powerful trading platform lets you manage your investments from a computer or mobile device with integrated banking and trading all on one screen.   Invest in yourself. Scotia iTRADE U offers a wealth of free educational tools and resources including articles, videos, webinars, and the Knowledge Navigator to help you find the educational path to your direct investing goals.   Achieve your investment goals. Whatever you’re investing for, Scotia iTRADE offers an account that will meet – and often exceed – your expectations. Discover Canada’s first sustainable investing tools for direct investors. "
07/23/2020,raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "
07/23/2020,raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg, NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ , NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ 
07/23/2020,raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png, Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. , Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. 
07/23/2020,raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png, Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.    ," Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  No matter where you are on life’s journey, optimizing your tax situation can help you keep more of your money. Discover how in this series of articles from Evelyn Jacks3.  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.  Scotia iTRADE is a top rated discount brokerage which offers low cost commissions and innovative technologies for any level of investor.   Manage investments on your own terms. Our powerful trading platform lets you manage your investments from a computer or mobile device with integrated banking and trading all on one screen.   Invest in yourself. Scotia iTRADE U offers a wealth of free educational tools and resources including articles, videos, webinars, and the Knowledge Navigator to help you find the educational path to your direct investing goals.   Achieve your investment goals. Whatever you’re investing for, Scotia iTRADE offers an account that will meet – and often exceed – your expectations. Discover Canada’s first sustainable investing tools for direct investors. "
07/25/2020,raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "
07/25/2020,raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg, NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ , NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ 
07/25/2020,raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png, Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. , Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. 
07/25/2020,raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200725134926__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png, Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.    ," Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  No matter where you are on life’s journey, optimizing your tax situation can help you keep more of your money. Discover how in this series of articles from Evelyn Jacks3.  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.  Scotia iTRADE is a top rated discount brokerage which offers low cost commissions and innovative technologies for any level of investor.   Manage investments on your own terms. Our powerful trading platform lets you manage your investments from a computer or mobile device with integrated banking and trading all on one screen.   Invest in yourself. Scotia iTRADE U offers a wealth of free educational tools and resources including articles, videos, webinars, and the Knowledge Navigator to help you find the educational path to your direct investing goals.   Achieve your investment goals. Whatever you’re investing for, Scotia iTRADE offers an account that will meet – and often exceed – your expectations. Discover Canada’s first sustainable investing tools for direct investors. "
07/30/2020,raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "
07/30/2020,raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg, NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ , NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ 
07/30/2020,raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png, Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. , Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. 
07/30/2020,raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200730085509__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png, Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.    ," Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  No matter where you are on life’s journey, optimizing your tax situation can help you keep more of your money. Discover how in this series of articles from Evelyn Jacks3.  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.  Scotia iTRADE is a top rated discount brokerage which offers low cost commissions and innovative technologies for any level of investor.   Manage investments on your own terms. Our powerful trading platform lets you manage your investments from a computer or mobile device with integrated banking and trading all on one screen.   Invest in yourself. Scotia iTRADE U offers a wealth of free educational tools and resources including articles, videos, webinars, and the Knowledge Navigator to help you find the educational path to your direct investing goals.   Achieve your investment goals. Whatever you’re investing for, Scotia iTRADE offers an account that will meet – and often exceed – your expectations. Discover Canada’s first sustainable investing tools for direct investors. "
08/06/2020,raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "
08/06/2020,raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg, NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ , NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ 
08/06/2020,raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png, Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. , Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. 
08/06/2020,raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200806125010__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png, Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.    ," Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  No matter where you are on life’s journey, optimizing your tax situation can help you keep more of your money. Discover how in this series of articles from Evelyn Jacks3.  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.  Scotia iTRADE is a top rated discount brokerage which offers low cost commissions and innovative technologies for any level of investor.   Manage investments on your own terms. Our powerful trading platform lets you manage your investments from a computer or mobile device with integrated banking and trading all on one screen.   Invest in yourself. Scotia iTRADE U offers a wealth of free educational tools and resources including articles, videos, webinars, and the Knowledge Navigator to help you find the educational path to your direct investing goals.   Achieve your investment goals. Whatever you’re investing for, Scotia iTRADE offers an account that will meet – and often exceed – your expectations. Discover Canada’s first sustainable investing tools for direct investors. "
08/13/2020,raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "
08/13/2020,raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg, NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ , NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ 
08/13/2020,raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png, Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. , Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. 
08/13/2020,raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png, Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.    ," Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  No matter where you are on life’s journey, optimizing your tax situation can help you keep more of your money. Discover how in this series of articles from Evelyn Jacks3.  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.  Scotia iTRADE is a top rated discount brokerage which offers low cost commissions and innovative technologies for any level of investor.   Manage investments on your own terms. Our powerful trading platform lets you manage your investments from a computer or mobile device with integrated banking and trading all on one screen.   Invest in yourself. Scotia iTRADE U offers a wealth of free educational tools and resources including articles, videos, webinars, and the Knowledge Navigator to help you find the educational path to your direct investing goals.   Achieve your investment goals. Whatever you’re investing for, Scotia iTRADE offers an account that will meet – and often exceed – your expectations. Discover Canada’s first sustainable investing tools for direct investors. "
08/13/2020,raw/iTrade/20200813164442__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200813164442__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "," Start direct investing in 3 easy steps. Learn how to open and fund an account, and place your first trade. "
08/13/2020,raw/iTrade/20200813164442__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200813164442__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg, NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ , NEW! Get self-started with our how-to videos Boost your investing know-how and trade with confidence – watch our educational videos+ 
08/13/2020,raw/iTrade/20200813164442__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200813164442__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png, Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. , Get self-started with self-directed investing. Our standard commission pricing is just $9.99 for equities and options trades1. 
08/13/2020,raw/iTrade/20200813164442__https____www.scotiaitrade.com__en__direct-investing-and-online-trading.html,raw/iTrade/20200813164442__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png, Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.    ," Diversify your portfolio with US dollar registered accounts. Take advantage of investment opportunities in U.S. markets. New Clients Existing Clients Make life less taxing  No matter where you are on life’s journey, optimizing your tax situation can help you keep more of your money. Discover how in this series of articles from Evelyn Jacks3.  Why Scotia iTRADE? Some great reasons to join Scotia iTRADE today.  Scotia iTRADE is a top rated discount brokerage which offers low cost commissions and innovative technologies for any level of investor.   Manage investments on your own terms. Our powerful trading platform lets you manage your investments from a computer or mobile device with integrated banking and trading all on one screen.   Invest in yourself. Scotia iTRADE U offers a wealth of free educational tools and resources including articles, videos, webinars, and the Knowledge Navigator to help you find the educational path to your direct investing goals.   Achieve your investment goals. Whatever you’re investing for, Scotia iTRADE offers an account that will meet – and often exceed – your expectations. Discover Canada’s first sustainable investing tools for direct investors. "
